Cement (component 1)(kg in a m^3 mixture),Blast Furnace Slag (component 2)(kg in a m^3 mixture),Fly Ash (component 3)(kg in a m^3 mixture),Water  (component 4)(kg in a m^3 mixture),Superplasticizer (component 5)(kg in a m^3 mixture),Coarse Aggregate  (component 6)(kg in a m^3 mixture),Fine Aggregate (component 7)(kg in a m^3 mixture),Age (day),"Concrete compressive strength(MPa, megapascals) "
349.0,0.0,0.0,192.0,0.0,1056.0,809.0,3.0,15.87173752
339.0,0.0,0.0,185.0,0.0,1069.0,754.0,7.0,21.16001844
295.0,0.0,0.0,185.0,0.0,1069.0,769.0,28.0,25.17966352
522.0,0.0,0.0,146.0,0.0,896.0,896.0,7.0,50.51101176
151.0,0.0,184.0,167.0,12.0,991.0,772.0,28.0,15.56836808
298.0,0.0,107.0,186.0,6.0,879.0,815.0,28.0,42.63719584
287.0,121.0,94.0,188.0,9.0,904.0,696.0,28.0,41.94082508
314.0,0.0,113.0,170.0,10.0,925.0,783.0,28.0,38.45897128
149.0,139.0,109.0,193.0,6.0,892.0,780.0,28.0,23.69039536
148.0,0.0,137.0,158.0,16.0,1002.0,830.0,28.0,17.95395504
336.0,0.0,0.0,182.0,3.0,986.0,817.0,28.0,44.86420332
313.3,0.0,113.0,178.5,8.0,1001.9,688.7,28.0,36.804918356
326.5,0.0,137.9,199.0,10.8,801.1,792.5,28.0,38.630650804
314.0,145.3,113.2,178.9,8.0,869.1,690.2,28.0,46.234192132
277.0,116.8,91.0,190.6,7.0,946.5,665.6,28.0,43.57833058
313.3,145.0,0.0,178.5,8.0,1001.9,688.7,28.0,41.053469468
164.6,0.0,150.4,181.6,11.7,1023.3,728.9,28.0,18.033934256
317.9,0.0,126.5,209.7,5.7,860.5,736.6,28.0,40.06200298
480.0,0.0,0.0,192.0,0.0,936.2,712.2,90.0,54.315540328
491.0,26.0,123.0,210.0,3.93,882.0,699.0,7.0,33.4888342847
424.0,22.0,132.0,178.0,8.48,882.0,750.0,3.0,32.0113857153
333.0,0.0,0.0,192.0,0.0,931.2,842.6,90.0,41.680203152
193.5,290.2,0.0,185.7,0.0,998.2,704.3,28.0,32.626693796
236.0,0.0,0.0,194.0,0.0,968.0,885.0,90.0,21.94602108
250.0,0.0,0.0,182.0,0.0,1100.0,820.0,7.0,12.73462172
102.0,153.0,0.0,192.0,0.0,887.0,942.0,28.0,17.275510656
173.0,116.0,0.0,192.0,0.0,946.8,856.8,28.0,24.281965768
200.0,133.0,0.0,192.0,0.0,965.4,806.2,7.0,17.165883972
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,3.0,14.306627
385.0,0.0,0.0,186.0,0.0,966.0,763.0,14.0,27.923778
393.0,0.0,0.0,192.0,0.0,940.0,758.0,90.0,48.79421652
310.0,0.0,0.0,192.0,0.0,970.0,850.0,360.0,38.11423328
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,14.0,48.4012152
162.0,190.0,148.0,179.0,19.0,838.0,741.0,28.0,33.75674496
147.0,115.0,89.0,202.0,9.0,860.0,829.0,28.0,19.98790924
159.0,149.0,116.0,175.0,15.0,953.0,720.0,28.0,27.67556664
300.0,0.0,120.0,212.0,10.0,878.0,728.0,28.0,23.83518532
144.0,136.0,106.0,178.0,7.0,941.0,774.0,28.0,26.14492992
162.0,207.0,172.0,216.0,10.0,822.0,638.0,28.0,39.84481804
261.9,110.5,86.1,195.4,5.0,895.2,732.6,28.0,33.71882378
158.4,0.0,194.9,219.7,11.0,897.7,712.9,28.0,8.536402356
366.0,187.0,0.0,191.3,6.6,824.3,756.9,28.0,65.909079268
287.3,120.5,93.9,187.6,9.2,904.4,695.9,28.0,43.798273424
132.0,206.5,160.9,178.9,5.5,866.9,735.6,28.0,33.306517132
491.0,26.0,123.0,201.0,3.93,822.0,699.0,28.0,57.915984
284.0,15.0,141.0,179.0,5.46,842.0,801.0,56.0,44.5204502847
381.4,0.0,0.0,185.7,0.0,1104.6,784.3,28.0,22.489328168
295.8,0.0,0.0,185.7,0.0,1091.4,769.3,28.0,25.216895224
277.0,0.0,0.0,191.0,0.0,968.0,856.0,180.0,32.32952964
325.0,0.0,0.0,184.0,0.0,1063.0,783.0,28.0,30.57136584
375.0,0.0,0.0,186.0,0.0,1038.0,758.0,28.0,38.21075992
157.0,236.0,0.0,192.0,0.0,935.4,781.2,90.0,43.377003588
305.3,203.5,0.0,203.5,0.0,965.4,631.0,28.0,43.377003588
173.0,116.0,0.0,192.0,0.0,946.8,856.8,3.0,6.940954892
212.0,141.3,0.0,203.5,0.0,973.4,750.0,3.0,6.8085755
238.0,0.0,0.0,186.0,0.0,1119.0,789.0,7.0,12.05204048
297.0,0.0,0.0,186.0,0.0,1040.0,734.0,7.0,30.9574724
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,14.0,59.76377968
331.0,0.0,0.0,192.0,0.0,978.0,825.0,360.0,41.24445432
331.0,0.0,0.0,192.0,0.0,978.0,825.0,90.0,37.231704
302.0,0.0,0.0,203.0,0.0,974.0,817.0,28.0,21.7529678
153.0,239.0,0.0,200.0,6.0,1002.0,684.0,28.0,26.8550902
165.0,0.0,150.0,182.0,12.0,1023.0,729.0,28.0,18.0297974
298.0,0.0,107.0,210.0,11.0,880.0,744.0,28.0,31.87447548
276.0,116.0,90.0,180.0,9.0,870.0,768.0,28.0,44.27814872
298.0,0.0,107.0,164.0,13.0,953.0,784.0,28.0,35.85964676
313.0,145.0,0.0,178.0,8.0,1002.0,689.0,28.0,41.05140104
136.0,162.0,126.0,172.0,10.0,923.0,764.0,28.0,29.06830816
144.0,15.0,195.0,176.0,6.0,1021.0,709.0,28.0,15.340841
236.9,91.7,71.5,246.9,6.0,852.9,695.4,28.0,28.629801424
259.9,100.6,78.4,170.6,10.4,935.7,762.9,28.0,49.77327244
150.0,236.8,0.0,173.8,11.9,1069.3,674.8,28.0,37.43165204
155.2,183.9,143.2,193.8,9.2,879.6,698.5,28.0,28.991086848
272.8,105.1,81.8,209.7,9.0,904.0,679.7,28.0,37.171030112
297.8,137.2,106.9,201.3,6.0,878.4,655.3,28.0,53.524711356
252.1,97.1,75.6,193.8,8.3,835.5,821.4,28.0,33.399596392
148.5,139.4,108.6,192.7,6.1,892.4,780.0,28.0,23.696600644
424.0,22.0,132.0,178.0,8.48,822.0,750.0,7.0,39.0046422847
202.0,11.0,141.0,206.0,1.72,942.0,801.0,56.0,23.2451908542
480.0,0.0,0.0,192.0,0.0,936.2,712.2,7.0,34.569637164
289.0,0.0,0.0,192.0,0.0,913.2,895.3,7.0,14.596896396
382.5,0.0,0.0,185.7,0.0,1047.8,739.3,7.0,24.065470304
295.8,0.0,0.0,185.7,0.0,1091.4,769.3,7.0,14.843728804
339.2,0.0,0.0,185.7,0.0,1069.2,754.3,7.0,21.179323768
193.5,290.2,0.0,185.7,0.0,998.2,704.3,7.0,17.200357772
381.4,0.0,0.0,185.7,0.0,1104.6,784.3,7.0,14.54104884
339.0,0.0,0.0,197.0,0.0,968.0,781.0,7.0,20.96696516
339.0,0.0,0.0,197.0,0.0,968.0,781.0,14.0,27.04124872
277.0,0.0,0.0,191.0,0.0,968.0,856.0,28.0,25.96566616
307.0,0.0,0.0,193.0,0.0,968.0,812.0,180.0,34.48758952
236.0,0.0,0.0,193.0,0.0,968.0,885.0,7.0,9.99050724
400.0,0.0,0.0,187.0,0.0,1025.0,745.0,7.0,30.14389072
141.3,212.0,0.0,203.5,0.0,971.8,748.5,28.0,29.89223198
102.0,153.0,0.0,192.0,0.0,887.0,942.0,3.0,4.565020596
200.0,133.0,0.0,192.0,0.0,965.4,806.2,3.0,11.41427518
305.3,203.5,0.0,203.5,0.0,965.4,631.0,7.0,25.893960656
141.3,212.0,0.0,203.5,0.0,971.8,748.5,7.0,10.3938507
236.0,157.0,0.0,192.0,0.0,972.6,749.1,3.0,13.5654403
166.8,250.2,0.0,203.5,0.0,975.6,692.6,90.0,43.565230536
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,28.0,27.82725136
238.0,0.0,0.0,186.0,0.0,1119.0,789.0,28.0,17.54026944
397.0,0.0,0.0,186.0,0.0,1040.0,734.0,28.0,36.93522932
385.0,0.0,0.0,186.0,0.0,966.0,763.0,28.0,31.35047372
296.0,0.0,0.0,192.0,0.0,1085.0,765.0,28.0,21.6495464
331.0,0.0,0.0,192.0,0.0,879.0,825.0,3.0,13.52062436
339.0,0.0,0.0,185.0,0.0,1060.0,754.0,28.0,31.6469484
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,28.0,55.94408264
152.0,178.0,139.0,168.0,18.0,944.0,695.0,28.0,36.34917472
132.0,207.0,161.0,179.0,5.0,867.0,736.0,28.0,33.3016908
321.0,0.0,128.0,182.0,11.0,870.0,780.0,28.0,37.25928304
160.0,250.0,0.0,168.0,12.0,1049.0,688.0,28.0,39.45181672
166.0,260.0,0.0,183.0,13.0,859.0,827.0,28.0,37.91428524
237.0,92.0,71.0,247.0,6.0,853.0,695.0,28.0,28.62704352
153.0,145.0,113.0,178.0,8.0,1002.0,689.0,28.0,25.55887532
273.0,0.0,90.0,199.0,11.0,931.0,762.0,28.0,32.23989776
284.0,120.0,0.0,168.0,7.0,970.0,794.0,28.0,40.93419012
146.0,173.0,0.0,182.0,3.0,986.0,817.0,28.0,23.73865868
151.6,0.0,111.9,184.4,7.9,992.0,815.9,28.0,12.180972492
143.7,170.2,132.6,191.6,8.5,814.1,805.3,28.0,29.870858224
136.4,161.6,125.8,171.6,10.4,922.6,764.4,28.0,29.073134492
355.9,0.0,141.6,193.3,11.0,801.4,778.4,28.0,40.8686899
313.8,0.0,112.6,169.9,10.1,925.3,782.9,28.0,38.461039708
139.7,163.9,127.7,236.7,5.8,868.6,655.6,28.0,35.22532884
260.9,100.5,78.3,200.6,8.6,864.5,761.5,28.0,32.401235144
491.0,26.0,123.0,201.0,3.93,822.0,699.0,56.0,61.8558468542
424.0,22.0,132.0,168.0,8.92,822.0,750.0,3.0,32.1098822847
359.0,19.0,141.0,154.0,10.91,942.0,801.0,7.0,38.610656
359.0,19.0,141.0,154.0,10.91,942.0,801.0,56.0,66.7806754305
255.5,170.3,0.0,185.7,0.0,1026.6,724.3,7.0,17.236210524
239.6,359.4,0.0,185.7,0.0,941.6,664.3,28.0,39.435269296
203.5,135.7,0.0,185.7,0.0,1076.2,759.3,7.0,11.957582268
339.0,0.0,0.0,197.0,0.0,968.0,781.0,365.0,38.89334116
236.0,0.0,0.0,194.0,0.0,968.0,885.0,14.0,12.83804312
300.0,0.0,0.0,184.0,0.0,1075.0,795.0,28.0,26.84819544
250.2,166.8,0.0,203.5,0.0,977.6,694.1,7.0,19.35014394
116.0,173.0,0.0,192.0,0.0,909.8,891.9,28.0,22.347985588
108.3,162.4,0.0,203.5,0.0,938.2,849.0,7.0,7.723510152
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,90.0,37.91428524
349.0,0.0,0.0,192.0,0.0,1056.0,809.0,7.0,9.01145132
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,7.0,33.21205892
296.0,0.0,0.0,192.0,0.0,1085.0,765.0,7.0,14.2032056
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,7.0,42.42345828
322.0,0.0,0.0,203.0,0.0,974.0,800.0,180.0,29.58541516
397.0,0.0,0.0,185.0,0.0,1040.0,734.0,28.0,39.0932892
288.0,121.0,0.0,177.0,7.0,908.0,829.0,28.0,42.13387836
149.0,236.0,0.0,176.0,13.0,847.0,893.0,28.0,32.9569528
151.0,0.0,185.0,167.0,16.0,1074.0,678.0,28.0,13.45857152
313.0,0.0,0.0,178.0,8.0,1000.0,822.0,28.0,25.0969264
155.0,0.0,143.0,193.0,9.0,877.0,868.0,28.0,9.73540112
149.0,153.0,194.0,192.0,8.0,935.0,623.0,28.0,24.5798194
139.9,132.6,103.3,200.3,7.4,916.0,753.4,28.0,36.443632932
143.6,0.0,174.9,158.4,17.9,942.7,844.5,28.0,15.42357812
152.6,238.7,0.0,200.0,6.3,1001.8,683.9,28.0,26.859916532
164.2,0.0,200.1,181.2,12.6,849.3,846.0,28.0,15.091250688
321.4,0.0,127.9,182.5,11.5,870.1,779.7,28.0,37.265488324
264.5,111.0,86.5,195.5,5.9,832.6,790.4,28.0,41.542307952
393.0,0.0,0.0,192.0,0.0,940.6,785.6,3.0,19.199148696
202.0,11.0,141.0,206.0,1.72,942.0,801.0,7.0,15.0699754305
339.0,0.0,0.0,197.0,0.0,968.0,781.0,90.0,35.17017076
393.0,0.0,0.0,192.0,0.0,940.6,785.6,28.0,39.604880392
289.0,0.0,0.0,192.0,0.0,913.2,895.3,28.0,25.573354316
228.0,342.1,0.0,185.7,0.0,955.8,674.3,28.0,39.699338604
316.1,210.7,0.0,185.7,0.0,977.0,689.3,28.0,38.70028788
135.7,203.5,0.0,185.7,0.0,1076.2,759.3,7.0,7.507014688
203.5,135.7,0.0,185.7,0.0,1076.2,759.3,28.0,22.629981272
290.2,193.5,0.0,185.7,0.0,998.2,704.3,7.0,21.859147104
238.2,158.8,0.0,185.7,0.0,1040.6,734.3,28.0,26.91369566
307.0,0.0,0.0,193.0,0.0,968.0,812.0,3.0,12.54156844
375.0,0.0,0.0,186.0,0.0,1038.0,758.0,7.0,26.0621928
350.0,0.0,0.0,186.0,0.0,1050.0,770.0,7.0,20.27748916
166.8,250.2,0.0,203.5,0.0,975.6,692.6,3.0,6.902344236
116.0,173.0,0.0,192.0,0.0,909.8,891.9,90.0,31.023662096
288.0,192.0,0.0,192.0,0.0,932.0,717.8,28.0,38.804398756
212.0,141.3,0.0,203.5,0.0,973.4,750.0,90.0,39.70002808
236.0,157.0,0.0,192.0,0.0,972.6,749.1,28.0,32.88455782
203.5,305.3,0.0,203.5,0.0,963.4,630.0,28.0,41.684340008
133.0,200.0,0.0,192.0,0.0,927.4,839.2,3.0,6.883728384
296.0,0.0,0.0,186.0,0.0,1090.0,769.0,7.0,18.91232668
238.0,0.0,0.0,185.0,0.0,1118.0,789.0,28.0,17.54026944
331.0,0.0,0.0,192.0,0.0,978.0,825.0,28.0,31.44700036
252.0,0.0,0.0,185.0,0.0,1111.0,784.0,28.0,19.69143456
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,3.0,33.79811352
480.0,0.0,0.0,192.0,0.0,936.0,721.0,3.0,24.39366088
154.0,144.0,112.0,220.0,10.0,923.0,658.0,28.0,16.49916068
366.0,187.0,0.0,191.0,7.0,824.0,757.0,28.0,65.90701084
265.0,111.0,86.0,195.0,6.0,833.0,790.0,28.0,41.540929
144.0,170.0,133.0,192.0,8.0,814.0,805.0,28.0,29.86810032
148.0,175.0,0.0,171.0,2.0,1000.0,828.0,28.0,26.91714304
148.1,0.0,136.6,158.1,16.1,1001.8,830.1,28.0,17.959470848
330.5,169.6,0.0,194.9,8.1,811.0,802.3,28.0,56.619079644
289.0,133.7,0.0,194.9,5.5,924.1,760.1,28.0,46.247292176
154.8,0.0,142.8,193.3,9.1,877.2,867.7,28.0,9.738159024
158.6,148.9,116.0,175.1,15.0,953.3,719.7,28.0,27.681082448
150.9,0.0,183.9,166.6,11.6,991.2,772.2,28.0,15.569747032
321.3,164.2,0.0,190.5,4.6,870.0,774.0,28.0,57.218234288
279.8,128.9,100.4,172.4,9.5,825.1,804.9,28.0,52.826961644
276.4,116.0,90.3,179.6,8.9,870.1,768.3,28.0,44.284354004
158.8,238.2,0.0,185.7,0.0,1040.6,734.3,28.0,21.066249704
252.5,0.0,0.0,185.7,0.0,1111.6,784.3,7.0,11.483912256
254.0,0.0,0.0,198.0,0.0,968.0,863.0,180.0,27.62730332
307.0,0.0,0.0,193.0,0.0,968.0,812.0,365.0,36.14922668
275.0,0.0,0.0,183.0,0.0,1088.0,808.0,7.0,14.2032056
183.9,122.6,0.0,203.5,0.0,959.2,800.0,3.0,4.903553312
305.3,203.5,0.0,203.5,0.0,965.4,631.0,3.0,14.143910664
157.0,236.0,0.0,192.0,0.0,935.4,781.2,7.0,16.889404096
200.0,133.0,0.0,192.0,0.0,965.4,806.2,90.0,43.25082948
424.0,22.0,132.0,168.0,8.92,822.0,750.0,7.0,40.2850977153
153.0,102.0,0.0,192.0,0.0,888.0,943.1,7.0,8.374375496
141.3,212.0,0.0,203.5,0.0,971.8,748.5,3.0,4.827710952
349.0,0.0,0.0,192.0,0.0,1056.0,809.0,120.0,40.85834776
331.0,0.0,0.0,192.0,0.0,978.0,825.0,3.0,13.52062436
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,180.0,61.92183956
393.0,0.0,0.0,192.0,0.0,940.0,758.0,3.0,19.10537996
144.0,0.0,175.0,158.0,18.0,943.0,844.0,28.0,15.41668336
160.0,188.0,146.0,203.0,11.0,829.0,710.0,28.0,32.83974188
326.0,166.0,0.0,174.0,9.0,882.0,790.0,28.0,61.23236356
140.0,164.0,128.0,237.0,6.0,869.0,656.0,28.0,35.22532884
140.0,133.0,103.0,200.0,7.0,916.0,753.0,28.0,36.4388066
313.0,161.0,0.0,178.0,10.0,917.0,759.0,28.0,52.44154456
133.1,210.2,0.0,195.7,3.1,949.4,795.3,28.0,28.937997196
313.3,145.0,0.0,178.5,8.0,867.2,824.0,28.0,40.925226932
153.1,145.0,113.0,178.5,8.0,867.2,824.0,28.0,26.233182848
336.5,0.0,0.0,181.9,3.4,985.8,816.8,28.0,44.868340176
298.2,0.0,107.0,209.7,11.1,879.6,744.2,28.0,31.875164956
350.0,0.0,0.0,186.0,0.0,1050.0,770.0,28.0,34.29453624
203.5,305.3,0.0,203.5,0.0,963.4,630.0,7.0,19.539060364
288.0,192.0,0.0,192.0,0.0,932.0,717.8,3.0,16.10960674
203.5,305.3,0.0,203.5,0.0,963.4,630.0,3.0,9.561653168
122.6,183.9,0.0,203.5,0.0,958.2,800.1,3.0,3.31982694
141.3,212.0,0.0,203.5,0.0,971.8,748.5,90.0,39.6621069
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,28.0,31.74347504
296.0,0.0,0.0,186.0,0.0,1090.0,769.0,28.0,25.17966352
480.0,0.0,0.0,192.0,0.0,936.0,721.0,28.0,43.89204216
281.0,0.0,0.0,185.0,0.0,1104.0,774.0,28.0,22.43554904
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,90.0,69.65776028
350.0,0.0,0.0,203.0,0.0,974.0,775.0,7.0,18.12632404
385.0,0.0,0.0,186.0,0.0,966.0,763.0,1.0,6.26733684
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,3.0,14.98920824
302.0,0.0,0.0,203.0,0.0,974.0,817.0,180.0,26.74477404
393.0,0.0,0.0,192.0,0.0,940.0,758.0,28.0,39.58281716
310.0,143.0,111.0,168.0,22.0,914.0,651.0,28.0,33.68779736
321.0,164.0,0.0,190.0,5.0,870.0,774.0,28.0,57.21271848
156.0,243.0,0.0,180.0,11.0,1022.0,698.0,28.0,37.36270444
356.0,0.0,142.0,193.0,11.0,801.0,778.0,28.0,40.86524252
262.0,111.0,86.0,195.0,5.0,895.0,733.0,28.0,33.7153764
260.0,101.0,78.0,171.0,10.0,936.0,763.0,28.0,49.77327244
155.0,183.0,0.0,193.0,9.0,877.0,868.0,28.0,23.786922
313.0,145.0,0.0,127.0,8.0,1000.0,822.0,28.0,44.51946532
145.0,0.0,179.0,202.0,8.0,824.0,869.0,28.0,10.53519328
153.1,145.0,113.0,178.5,8.0,1001.9,688.7,28.0,25.559564796
284.0,119.7,0.0,168.3,7.2,970.4,794.2,28.0,40.934879596
145.7,172.6,0.0,181.9,3.4,985.8,816.8,28.0,23.744174488
148.1,0.0,182.1,181.4,15.0,838.9,884.3,28.0,15.526310044
374.3,0.0,0.0,190.2,6.7,1013.2,730.4,28.0,39.056057496
310.0,142.8,0.0,167.9,10.0,914.3,804.0,28.0,45.304778484
166.0,259.7,0.0,183.2,12.7,858.8,826.8,28.0,37.917043144
255.0,0.0,0.0,192.0,0.0,889.8,945.0,90.0,21.859147104
181.9,272.8,0.0,185.7,0.0,1012.4,714.3,28.0,27.935499092
255.5,170.3,0.0,185.7,0.0,1026.6,724.3,28.0,32.051670812
238.1,0.0,0.0,185.7,0.0,1118.8,789.3,28.0,17.576122192
254.0,0.0,0.0,198.0,0.0,968.0,863.0,3.0,9.307926
108.3,162.4,0.0,203.5,0.0,938.2,849.0,90.0,29.231713972
212.0,141.3,0.0,203.5,0.0,973.4,750.0,7.0,15.0305768
183.9,122.6,0.0,203.5,0.0,959.2,800.0,28.0,24.046164976
183.9,122.6,0.0,203.5,0.0,959.2,800.0,7.0,10.787541496
200.0,133.0,0.0,192.0,0.0,965.4,806.2,28.0,30.439675924
250.2,166.8,0.0,203.5,0.0,977.6,694.1,3.0,9.731264264
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,3.0,11.85209244
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,14.0,36.93522932
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,28.0,44.0919902
295.0,0.0,0.0,185.0,0.0,1069.0,769.0,7.0,14.79615496
331.0,0.0,0.0,192.0,0.0,978.0,825.0,7.0,16.26473884
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,360.0,42.1269836
252.0,0.0,0.0,185.0,0.0,1111.0,784.0,7.0,13.71367764
252.0,0.0,0.0,186.0,0.0,1111.0,784.0,7.0,11.46598588
310.0,0.0,0.0,192.0,0.0,970.0,850.0,180.0,37.32823064
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,270.0,67.11359384
310.0,143.0,0.0,168.0,10.0,914.0,804.0,28.0,45.2985732
266.0,112.0,87.0,178.0,10.0,910.0,745.0,28.0,39.41734292
155.0,184.0,143.0,194.0,9.0,880.0,699.0,28.0,28.98557104
136.0,196.0,98.0,199.0,6.0,847.0,783.0,28.0,26.96540636
154.8,183.4,0.0,193.3,9.1,877.2,867.7,28.0,23.786922
143.8,136.3,106.2,178.1,7.5,941.5,774.3,28.0,26.147687824
147.8,175.1,0.0,171.2,2.2,1000.0,828.5,28.0,26.922658848
312.7,0.0,0.0,178.1,8.0,999.7,822.2,28.0,25.10382116
160.2,188.0,146.4,203.2,11.3,828.7,709.7,28.0,35.314271244
359.0,19.0,141.0,154.0,10.91,942.0,801.0,28.0,59.49488404
359.0,19.0,141.0,154.0,10.91,942.0,801.0,56.0,68.7506068542
289.0,0.0,0.0,192.0,0.0,913.2,895.3,90.0,32.068218236
255.0,0.0,0.0,192.0,0.0,889.8,945.0,3.0,8.204074924
239.6,359.4,0.0,185.7,0.0,941.6,664.3,7.0,25.422359072
397.0,0.0,0.0,185.7,0.0,1040.6,734.3,7.0,25.447869684
170.3,155.5,0.0,185.7,0.0,1026.6,724.3,7.0,10.730314988
400.0,0.0,0.0,187.0,0.0,1025.0,745.0,28.0,43.69898888
250.0,0.0,0.0,182.0,0.0,1100.0,820.0,28.0,20.87043852
122.6,183.9,0.0,203.5,0.0,958.2,800.1,90.0,33.192064116
153.0,102.0,0.0,192.0,0.0,888.0,943.1,3.0,4.782205536
133.0,200.0,0.0,192.0,0.0,927.4,839.2,7.0,13.664035368
116.0,173.0,0.0,192.0,0.0,909.8,891.9,7.0,10.089791784
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,3.0,26.0621928
385.0,0.0,0.0,186.0,0.0,966.0,763.0,3.0,14.69962832
382.0,0.0,0.0,186.0,0.0,1047.0,739.0,7.0,24.00065956
252.0,0.0,0.0,185.0,0.0,1111.0,784.0,28.0,19.69143456
382.0,0.0,0.0,185.0,0.0,1047.0,739.0,7.0,24.00065956
382.0,0.0,0.0,185.0,0.0,1047.0,739.0,28.0,37.42475728
252.0,97.0,76.0,194.0,8.0,835.0,821.0,28.0,33.39821744
322.0,149.0,0.0,186.0,8.0,951.0,709.0,28.0,52.42086028
164.0,0.0,200.0,181.0,13.0,849.0,846.0,28.0,15.08573488
153.0,145.0,113.0,178.0,8.0,867.0,824.0,28.0,26.22766704
153.0,145.0,0.0,178.0,8.0,1000.0,822.0,28.0,19.00885332
158.0,0.0,195.0,220.0,11.0,898.0,713.0,28.0,8.53571288
150.0,237.0,0.0,174.0,12.0,1069.0,675.0,28.0,37.43165204
154.8,0.0,142.8,193.3,9.1,1047.4,696.7,28.0,12.459520796
134.7,0.0,165.7,180.2,10.0,961.0,804.9,28.0,13.293786756
255.3,98.8,77.0,188.6,6.5,919.0,749.3,28.0,33.798802996
304.8,0.0,99.6,196.0,9.8,959.4,705.2,28.0,30.12320644
141.9,166.6,129.7,173.5,10.9,882.6,785.3,28.0,44.611855104
