Cement (component 1)(kg in a m^3 mixture),Blast Furnace Slag (component 2)(kg in a m^3 mixture),Fly Ash (component 3)(kg in a m^3 mixture),Water  (component 4)(kg in a m^3 mixture),Superplasticizer (component 5)(kg in a m^3 mixture),Coarse Aggregate  (component 6)(kg in a m^3 mixture),Fine Aggregate (component 7)(kg in a m^3 mixture),Age (day),"Concrete compressive strength(MPa, megapascals) "
246.83,0.0,125.08,143.3,11.99,1086.8,800.89,14.0,42.21661548
540.0,0.0,0.0,162.0,2.5,1055.0,676.0,28.0,61.88736576
183.9,122.6,0.0,203.5,0.0,959.2,800.0,28.0,24.046164976
150.0,237.0,0.0,174.0,12.0,1069.0,675.0,28.0,37.43165204
303.6,139.9,0.0,213.5,6.2,895.5,722.5,28.0,33.419591196
313.0,161.0,0.0,178.0,10.0,917.0,759.0,28.0,52.44154456
251.81,0.0,99.94,146.14,12.35,1006.0,899.76,56.0,44.14025352
491.0,26.0,123.0,210.0,3.93,882.0,699.0,28.0,55.55108132
237.5,237.5,0.0,228.0,0.0,932.0,594.0,7.0,26.258003984
141.3,212.0,0.0,203.5,0.0,971.8,748.5,90.0,39.6621069
165.0,0.0,150.0,182.0,12.0,1023.0,729.0,28.0,18.0297974
339.0,0.0,0.0,197.0,0.0,968.0,781.0,28.0,32.03994972
425.0,106.3,0.0,151.4,18.6,936.0,803.7,56.0,64.90037588
213.76,98.06,24.52,181.74,6.65,1066.0,785.52,14.0,17.83674412
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,3.0,26.0621928
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,180.0,44.207822168
387.0,20.0,94.0,157.0,11.61,938.0,845.0,56.0,61.45989064
222.36,0.0,96.67,189.29,4.46,967.08,870.32,14.0,24.44881896
366.0,187.0,0.0,191.0,7.0,824.0,757.0,28.0,65.90701084
359.0,19.0,141.0,154.0,10.91,942.0,801.0,7.0,35.7542554305
213.72,98.05,24.51,181.71,6.86,1065.8,785.38,28.0,45.70536404
298.0,0.0,107.0,210.0,11.0,880.0,744.0,28.0,31.87447548
182.04,45.21,121.97,170.21,8.19,1059.4,780.65,100.0,48.67011084
362.6,189.0,0.0,164.9,11.6,944.7,755.8,91.0,79.29663476
520.0,0.0,0.0,175.0,5.2,870.0,805.0,28.0,51.021224
236.0,0.0,0.0,194.0,0.0,968.0,885.0,3.0,6.46728488
252.31,0.0,98.75,146.25,14.17,987.76,889.01,3.0,21.78054684
277.19,97.82,24.46,160.7,11.19,1061.7,782.46,56.0,66.82401392
165.0,0.02,143.57,163.81,0.0,1005.6,900.9,28.0,26.200088
359.0,19.0,141.0,154.0,10.91,942.0,801.0,56.0,66.7806754305
290.35,0.0,96.18,168.08,9.41,961.18,865.0,3.0,22.50449664
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,7.0,18.12632404
339.0,0.0,0.0,185.0,0.0,1060.0,754.0,28.0,31.6469484
212.57,0.0,100.39,159.35,10.37,1003.8,903.79,3.0,13.33446584
153.0,145.0,0.0,178.0,8.0,1000.0,822.0,28.0,19.00885332
202.0,11.0,141.0,206.0,1.72,942.0,801.0,3.0,9.8496571458
143.7,170.2,132.6,191.6,8.5,814.1,805.3,28.0,29.870858224
251.81,0.0,99.94,146.14,12.35,1006.0,899.76,28.0,33.94290348
397.0,0.0,0.0,185.7,0.0,1040.6,734.3,28.0,33.082437432
316.1,210.7,0.0,185.7,0.0,977.0,689.3,28.0,38.70028788
491.0,26.0,123.0,210.0,3.93,882.0,699.0,3.0,25.6091085695
136.0,196.0,98.0,199.0,6.0,847.0,783.0,28.0,26.96540636
313.0,145.0,0.0,178.0,8.0,867.0,824.0,28.0,44.38846488
262.0,111.0,86.0,195.0,5.0,895.0,733.0,28.0,33.7153764
182.04,45.21,121.97,170.21,8.19,1059.4,780.65,3.0,7.31534036
236.9,91.7,71.5,246.9,6.0,852.9,695.4,28.0,28.629801424
212.0,141.3,0.0,203.5,0.0,973.4,750.0,7.0,15.0305768
480.0,0.0,0.0,192.0,0.0,936.2,712.2,28.0,43.942373908
425.0,106.3,0.0,153.5,16.5,852.1,887.1,7.0,49.20100736
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,90.0,39.48629052
277.0,0.0,0.0,191.0,0.0,968.0,856.0,3.0,11.36256448
334.0,17.6,158.0,189.0,15.3,967.0,633.0,28.0,44.32641204
475.0,118.8,0.0,181.1,8.9,852.1,781.5,7.0,55.59934464
309.9,142.8,111.2,167.8,22.1,913.9,651.2,28.0,38.215586252
397.0,0.0,0.0,185.0,0.0,1040.0,734.0,28.0,39.0932892
147.0,115.0,89.0,202.0,9.0,860.0,829.0,28.0,19.98790924
446.0,24.0,79.0,162.0,11.64,967.0,712.0,28.0,51.021224
246.83,0.0,125.08,143.3,11.99,1086.8,800.89,3.0,23.52492112
213.5,0.0,174.24,154.61,11.66,1052.3,775.48,14.0,33.70158688
249.1,0.0,98.75,158.11,12.8,987.76,889.01,100.0,51.0556978
234.0,156.0,0.0,189.0,5.85,981.0,760.0,28.0,39.300132
213.5,0.0,174.24,159.21,11.66,1043.6,771.9,14.0,29.59230992
156.0,243.0,0.0,180.0,11.0,1022.0,698.0,28.0,37.36270444
168.88,42.22,124.25,158.33,10.83,1080.8,796.15,14.0,23.5111316
251.37,0.0,118.27,188.45,6.35,1028.4,757.73,100.0,44.20920112
141.3,212.0,0.0,203.5,0.0,971.8,748.5,28.0,29.89223198
218.85,0.0,124.13,158.49,11.33,1078.7,794.91,28.0,30.21973308
214.9,53.8,121.89,155.63,9.61,1014.3,780.58,100.0,56.63355864
229.97,0.0,118.31,195.47,4.63,1029.4,758.59,28.0,24.48329276
297.0,0.0,0.0,186.0,0.0,1040.0,734.0,7.0,30.9574724
181.38,0.0,167.01,169.59,7.56,1055.6,777.8,3.0,13.62404576
424.0,22.0,132.0,178.0,8.48,822.0,750.0,28.0,62.05284
469.0,117.2,0.0,137.8,32.2,852.1,840.5,3.0,40.1964508
333.0,0.0,0.0,192.0,0.0,931.2,842.6,28.0,31.966865264
339.0,0.0,0.0,197.0,0.0,968.0,781.0,90.0,35.17017076
173.81,93.37,159.9,172.34,9.73,1007.2,746.6,100.0,50.93848688
485.0,0.0,0.0,146.0,0.0,1120.0,800.0,28.0,71.98818916
194.68,0.0,100.52,170.17,7.48,998.0,901.8,28.0,37.2661778
266.0,114.0,0.0,228.0,0.0,932.0,670.0,365.0,52.908319812
313.0,0.0,0.0,178.0,8.0,1000.0,822.0,28.0,25.0969264
